charity_name,campaign_name,campaign_description
Sian Chay Medical Institution,新加坡善济医社 Let's Support Sian Chay Medical Institution,"Sian Chay Medical Institution was established at Victoria Street in 1901 to provide free medical treatment and medicine for the poor. For over a century, Sian Chay Medical Institution has been providing free medical care and medication to the poor and needy in the community regardless of social status, race or religion. In this respect, Sian Chay Medical Institution has earned the recognition, praise, support and trust from all sectors of the community.Every $10 donation will support one patient from the low income family to receive free TCM consultation and medicine; thus relieve from suffering and pain; and extend their life expectancy. By doing so you are helping the whole family as well as promote a blissful family life. Thank you in advance for your generosity!善济医社是在新加坡卫生部注册的社会服务组织, 不分种族和宗教，为社会大众提供免费的中医问诊及低收费的治疗。善济医社在全岛有14间分社，为大众提供免费中医问诊，医药补贴。在过8年里(2014年至2021年)善济共服务了约2,664,802 看诊人次，发出的药帖有5,366,302帖。未来5年(2022年至2026年)看诊人次估计将高达250万人次，发出的药帖估计为480万帖。每帮助1个家庭的1位病患者等于帮助这个家庭全部成员，让他们离苦得乐，创造幸福美满家庭，和谐安乐的社会。我们的服务宗旨是：成为新加坡备受肯定的慈善团体，延续善济为人民服务的精神，建设顶尖的中医治疗与保健中心 ,倡导健康幸福生活，我们的使命是提升促进中医药的教育，发展并持续参与新加坡慈善及救济工作。善济医社同时让更多的非华族居民了解中医，了解中华文化，宣扬中华文化；大家彼此交流、增进友谊、互相互动、共享资源，共同提升，促进种族和谐，爱国爱民，国家安定，社会繁荣是每个公民应尽的责任。人人都有可以为新加坡的慈善公益事业茁壮发展和为造福社会上的弱势群体努力与献力。"
YMCA of Singapore,Find Your Y: Y Tower Challenge,"In conjunction with the commemoration of the World Alliance of YMCA’s 180th anniversary, YMCA Singapore designed a challenge for the local community, concurrently attempting to set a national record for the longest continuous duration for a stairs-climbing activity. For 180 hours straight, starting from 16 Nov – 5am, at least 10 climbers per hour will attempt to scale the YMCA@One Orchard building (9 storeys), mobilising at least 1,800 participants.This is a fundraising initiative;This is a pledge of solidarity with our inclusive climbersThis is a community projectThis is an attempt to mobilise the massesTo participate:1.	Join as an individual and indicate your fundraising target as $4002.	Join as a pair and indicate your fundraising target as $7003.	Join as a group (of 4) and indicate your fundraising target as $1,000(for pair and groups, please include your names in the description when setting up your sub-campaign page)Generate a unique url link and share it with your loved ones and community to fundraise.(Once your fundraising page is approved and ready, WA/Telegram 8781 7991 to receive text templates/collaterals to facilitate your outreach to your friends!)In appreciation of all fundraising efforts, our sponsors have come forward with attractive prizes for the following:⁃	The highest fundraiser (individual - M)⁃	The highest fundraiser (individual - F)⁃	The highest fundraiser (pair)⁃	The highest fundraiser (group)⁃	The youngest fundraiser⁃	The oldest fundraiser⁃	The most number of unique donors in your sub-campaign page⁃	The most efficient mobilizer (get your friend to indicate in their description: ""I am mobilized by <your name>)About YMCA and Find Your YEstablished in 1902, the YMCA of Singapore seeks to serve and impact all members of the community, regardless of race, language or religion, through programmes, services and enterprises to develop the body, mind and spirit. The range of programmes, services and enterprises includes our Youth Programmes, Community Engagement and Partnerships, International House and Education Enterprises. Our Youth Programmes seek to champion, challenge and train youth with special needs, youth-at-risk, youth volunteers and leaders to become independent and effective contributors to society through social development, gainful employment, volunteerism and leadership.  In celebration of the 40th anniversary of our building, YMCA@One Orchard Road, this November, we will be launching the ""Find Your Y"" movement.  “Find Your Y” challenges participants to explore and fulfil their roles in society regardless of their abilities and background, through fundraising and advocacy. The raison d'etre for YMCA of Singapore can be traced back through 122 years of our history, where we have contributed to Singapore’s nation building, by mobilising for good and pioneering social innovation.   "
YMCA of Singapore,Mei Xuan is fundraising for Y Tower Challenge,"Join Mei Xuan to fundraise for Y Tower ChallengeOver the course of 180 hours between 17-24 November, I’ll be climbing the stairs at YMCA@One Orchard Road building in an effort to set a new Singapore Book of Record for the longest continuous stair-climbing challenge.Join me in my fundraising journey to reach my goal of S$400. All funds raised will go towards YMCA Community Services Fund that sustains vocational training and social development programmes for our youth-at-risk and youth with special needs.Will you join me in my fundraising efforts today?"
YMCA of Singapore,YMCA,Fundraising for YMCA
YMCA of Singapore,River & Vine Koh,"The Koh Family Fundraiser for the YJ: Papa is raising money for YMCA...R: ...J: Do you want to give money to help people?R: why...?J: Because it will encourage the youth with special needs and the kor kor and jie jie who might be struggling...R:... I want! V: I want (copycat)R & V are two toddlers who have been exposed to the idea of doing good. Judah and Zoeleen agreed to allow them to participate in this relatively low barrier of entry way of doing good, and be part of the record-setting Tower Challenge. Please support our family as we embark on this challenge together. Team Members:Zoeleen Leow (leader)River KohVine KohJudah Koh"
YMCA of Singapore,Support Sharon to do good while breaking a record!,"Overcoming challenges for good!With your support, I will be summiting the YMCA@One Orchard Road building between 17 to 24 Nov, as part of the YMCA's Find Your Y - Tower Challenge... in an atttempt to set a Singapore Record of the longest continuous stair climbing activity across 180hours in support of of the youths that YMCA serves. Funds raised will go towards youths at risk and youth with special needs who are themselves overcomers of their own challenges!"
YMCA of Singapore,Joel raising funds for the YMCA Tower Challenge,Support us as we attempt to break a Singapore record in support of our youths with special needs!Support me as I join the YMCA contingent to climb YMCA@One Orchard for 180 hours! Funds raised from the Find Your Y - Tower Challenge will serve to support our youths across the multiple service platforms here at the YMCA. Support us as we try to break a Singapore record!
YMCA of Singapore,All funds raised go to the support of youth-at-risk and youths with special needs at YMCA. ,"It's cool to be a part of a Singapore record for the longest duration of stair climbing activity...but it's even cooler to do it for a good cause. Thank you for donating to the youths who have immeasurable worth to me. Love, Ning."
YMCA of Singapore,Stephen Tower Challenge - Youth at risk & w Special needs,"Support the YMCA contingent as we take on an incredible challenge—climbing YMCA @ One Orchard non-stop for 180 hours! To set a new Singapore Book of Record for the longest continuous stair-climbing challenge.Join me on my fundraising journey as I aim to reach my goal of S$400.""This effort is part of the Find Your Y - Tower Challenge, and our goal is not only to break a Singapore record but also to raise vital funds that will directly benefit at-risk youths and youths with special needs served by the YMCA.Every step we take represents a commitment to empowering these young individuals, providing them with opportunities to thrive, and creating a brighter future. By supporting us, you're contributing to our programmes and services that uplift and empower individuals, foster inclusivity, and build a stronger, more resilient community.Together, we can reach new heights and transform lives. Your support means the world to us—let's make each step count!Stephen's Y Tower Challenge"
YMCA of Singapore,Inclusivity Through the HeART of Food,"Joachim, a youth alumnus from the YMCA Vocational and Soft Skills Programme (VaSSP), is collaborating with Nothing But Cheeseburgers (NBCB) to create 2 burgers and 1 special seasoning for a kids’ menu. These delectable creations draw inspiration from the diverse client groups that YMCA serves – youth-at-risk, youth with special needs and children from YMCA Education Services.This culinary initiative is not just about curating mouthwatering dishes; it is a transformative journey that empowers our youth. Through such collaborative efforts, we aim to nurture the aspirations of youth and pave the way for increased employability.Your generous donation holds the power to create a brighter future for these deserving youth. Let's make a collective pledge for a better tomorrow!"
YMCA of Singapore,YMCA Tower Challenge ~ @chekmyfit,"I am raising funds for YMCA Tower Challenge (Find Your Y) which will be held from 17 to 24 Nov 2024 at the YMCA@One Orchard Building. As a member of Towerrunning Association of Singapore (TASG), I will be one of the participants in our attempt to set a Singapore Record of the longest continuous stairs climbing activity across 180 hours! Do support me in this charity drive ! 🙏 … Funds raised will go toward serving the youths at risk and youths with special needs that YMCA serves!At 62yo, I am doing my part to support the Special Needs youth community… so please support with your kind donations or join me at the stairs ! ❤️🤗❤️"
YMCA of Singapore,Find Your Y: Inclusive Challenge,"The Inclusive Challenge was born in 2019, with an innocent but ambitious dream to shatter the glass ceilings often associated with the special needs community. The goal was Mount Fuji.The journey toward that dream was not without challenges, with weather conditions, appropriateness of training, and covid just to name some. 4 years in the making, the team of 10 youth with special needs finally summitted Mount Fuji in 2023. Euphoria aside, the feat initiated a paradigm shift regarding what else is possible.This year (2024), the Inclusive Challenge is back. Together with the Running Hours, our youth ambassadors will be taking on the 100km MacLeHose Trail in Hong Kong. It is tougher, longer (in duration and distance), and the team is training harder.All these, for the work of advocacy and fundraising. Funds raised through the Inclusive Challenge goes toward supporting the youth with special needs, and youth at risk served through the programmes in YMCA of Singapore.Through the Find Your Y series, we seek to reverse the narrative, so traditional beneficiaries can be empowered to become the fundraisers and resource mobilizers to champion for the social causes they stand for. "
YMCA of Singapore,JOIN XIN & NING IN A GOOD CAUSE.,Xin and Ning are cousins who love each other (or maybe it's just Ning because she's the one typing this). But we hope to do good for the youths who need some support in their lives. We are passionate for them. <3 Thank you for supporting us and the youths!
YMCA of Singapore,JOIN ZHUCHENG & NING IN FUNDRAISING FOR A GOOD CAUSE.,Hi there! Zhu Cheng and Ning are pumped to join the Y Tower Challenge - to push our physical limits and fundraise for a good cause. Thank you for supporting us in this worthwhile journey. We are beyond grateful.
YMCA of Singapore,JOIN MOM AND I FOR A GOOD CAUSE.,"Hi there! I love my mother, and she loves me. And we both decided to do this together for the youths. We care for them and would like to line up our motivations with real action. Thank you for being a part of this journey with us. We appreciate every donation to the cause."
YMCA of Singapore,Fund raising for Y Tower Challenge,"We are raising funds for Y Tower challenge!YMCA Singapore's Tower Challenge is from 16 to 24 Nov. We will be summitting the YMCA@One Orchard Building for 180 hours straight to set a Singapore Record of the longest continuous stairs climbing activity! Support me in this campaign to funds raised toward serving the youths at risk and youths with special needs that YMCA serves!All forms of support are appreciated, physical, mental, spiritual and monetary."
YMCA of Singapore,Help Khim conquer the Y Tower Challenge!,Support me in setting a new Singapore record in longest continuous stair-climbing activity over 180 hours!All funds raised will go towards the youth-at-risk and youth with special needs that YMCA serves <3 Join me in this effort to do good and help me become Khim Possible! Any contribution is greatly appreciated :)
YMCA of Singapore,Find Your Y: Stronger Together Carnival ,"On 24 November 2024, join us at YMCA@One Orchard Road as we transform our building into a vibrant and immersive experience, celebrating the intertwined history of YMCA and Singapore.Event Highlights:Y Visit: Step into the past with an old-school carnival that brings back the nostalgia of YMCA’s rich history. Enjoy fun activities like a basketball machine, cash grab booth, typewriter experience, ball pit, life-sized Jenga, and much more!Y Now: Engage with the inspiring youth of today at our Human Library. Discover unique stories and perspectives from our various youth chapters, showcasing the grit, innovation, and brilliance that define our future leaders.Y Hope: Tour our rooftop art gallery, where community artists, including The Urban Sketchers, will showcase their creative interpretations of the YMCA skyline, capturing the essence of hope and aspiration.Event Details:Date: 24 November 2024Venue: YMCA @One Orchard RoadGuest-of-Honour: President Tharman ShanmugaratnamPerfect For: Families, corporates, and individuals looking for a day of fun and community spirit.Come be a part of this milestone celebration as we honor the past, celebrate the present, and look forward to a hopeful future together."
YMCA of Singapore,Khim & Sham for Y Tower Challenge,"We've climbed rocks, climbed hurdles, and climbed on each other's nerves too -- support us in our attempt to climb stairs for a good cause!All donations will go to the youth-at-risk and youth with special needs supported by the YMCA of Singapore. Thank you for your support :)"
YMCA of Singapore,"Fund Raising for STEPS to ""Find Your Y for Y Tower Challenge""","Take a STEP to ContributeTake a STEP to help us ""Find Your Y""To Challenge The Tower!!This is a Fund-Raising Campaign as part-of YMCA's Find Your Y - Tower Challenge.(YMCA One Orchard Road Building on 17 to 24 Nov 2024)With a goal set to challenge Singapore Record for the longest continuous stair climbing activity across 180hours in support of the youths that YMCA serves. Funds proceeds will be use towards Youths at Risk/Youths with Special Needs.This funding will help to contribute in empowering them through various activities/programmes by YMCA. They need many steps to discover their potential and overcome challenges for a better self!!Your contribution makes a difference in impacting their lives in big & small ways.Take a STEP to contribute if you can, thank you!!"
YMCA of Singapore,Ren's Tower Challenge - Raising the next generation!,"StoryJoin me on my fundraising journey as I aim to reach my goal of S$400.""YMCA effort is part of the Find Your Y - Tower Challenge, and our goal is not only to break a Singapore record but also to raise vital funds that will directly benefit at-risk youths and youths with special needs served by the YMCA.Every step we take represents a commitment to empowering these young individuals, providing them with opportunities to thrive, and creating a brighter future. By supporting us, you're contributing to our programmes and services that uplift and empower individuals, foster inclusivity, and build a stronger, more resilient community.Together, we can reach new heights and transform lives. Your support means the world to us—let's make each step count!"
YMCA of Singapore,Support Team Y-Cuts to climb for youths,"Support us as we support youths from all walks of lives and abilities to find their Y!Do you know that the YMCA of Singapore have been supporting youth to gain employable skills since the 1910s? In our 180 years of global history (& 122 years in Singapore), the YMCA has journeyed with youth from all walks of life and abilities to find their Y in the community.You might have seen K-Cuts, but have you met Y-Cuts? We are Team Y-Cuts, a team of barbers (well, except Amos) from the YMCA's Vocational and Soft Skills Programme (VaSSP). We hope that you will consider supporting us as we support youths from all walks of lives and abilities to find their Y!Here are 3 reasons why we are climbing the YMCA's Tower Challenge!(1) We want to stand in solidarity with our youths with special needs as they challenge themselves to hike the 100km MacLeHose Trail, Hong Kong between 8-14 November 2024. Do you know that had conquered Mount Fuji in 2023?(2) We want to break the Singapore Book of Records for the longest continuous duration for a stairs-climbing activity(3) We want to fundraise for YMCA's youth programmes so that others may benefit from what we have benefitted!Meet Team Y-Cuts!HS- Graduated from VaSSP & Kimage School of Hairdressing in 2022- Working as a barber in Holland VillageZ- Graduated from VaSSP & Kimage School of Hairdressing in 2022- Worked as a barber in Toa Payoh- At present, Z remains employed (in a different industry) and cuts hair as a freelancerV- Currently undergoing barbering vocational training in VaSSP Amos- Social worker from the YMCA's Vocational and Soft Skills Programme- His hair was cut by HS & Z previously- He is currently awaiting to be a hair model for V's barber training"
YMCA of Singapore,Priscilla fundraising for Y Tower Challenge,"Support the YMCA contingent as we take on an incredible challenge—climbing YMCA @ One Orchard non-stop for 180 hours! In an effort to set a new Singapore Book of Record for the longest continuous stair-climbing challenge.Every step we take is to help to empowering these young individuals( Children, Youth at risk Special needs youths), providing them with opportunities to thrive, and creating a brighter future.Join me and support me in my fundraising journey to reach my goal of S$400."
YMCA of Singapore,For YMCA Tower Challenge,Jui Hong supporting the Y Tower Challenge
YMCA of Singapore,Swing for Good: YMCA 24th Charity Golf 2024,"UPDATE: The YMCA 24th Charity Golf returns this year and will be happening on 22 August 2024 at National Service Resort & Country Club, Changi Golf Course!Our annual Charity Golf supports the YMCA-Lim Kim San Volunteers Programme which aims to build a sustainable community of volunteers to deliver community service with excellence and aims to recognise volunteers who sacrifice time and effort to serve the needy. Over the years, we have launched countless volunteer-driven initiatives to uplift the lives of those in need and strengthen vulnerable communities. One notable volunteer-led initiative is the YMCA International Service Programmes, where our volunteers are involved in community development projects that are focused on improving various aspects of sustainable development, with the aim of empowering the less privileged communities overseas. These student leaders undergo a comprehensive 4-day training to prepare them for the challenges and opportunities that lie ahead and gain essential knowledge and skills to better support service users and effectively manage their teams. In 2023, 507 youth volunteers from Singapore contributed 34,854 hours to serve the less privileged communities.Funds raised from the YMCA 24th Charity Golf will go towards upskilling volunteers to sustain purposeful and impactful community service to uplift the lives of our youth. Thank you for your support in strengthening our youth volunteers!"
YMCA of Singapore,JOIN JORDAN & NING FOR A GOOD CAUSE.,We are pumped to be able to fundraise for the youths YMCA is reaching out to. So grateful. Thank you to each of you for investing in their lives.
YMCA of Singapore,FOR THE YOUTHS WE CARE ABOUT. ,"Khim’s work is focused on youths. Ning’s work is also focused on youths. We care for them and about them quite a bit. Thank you for every dollar you put to this cause. It will not go to waste. With gratitude, Khim & Ning."
YMCA of Singapore,Finding our Y!,"As sisters, we pretty much do everything together. Be a part of our attempt at the Y Tower Challenge!All funds go to the youth that YMCA serves <3"
YMCA of Singapore,"JOIN JOEL, KHIM & NING TO RAISE FUNDS FOR YOUTHS IN NEED.",Our work at the YMCA of Singapore all surrounds youths… so it is no surprise that we are all for raising funds for the programmes that support their development. Thank you for supporting us in this. 🙏
YMCA of Singapore,JUDAH & NING LOVES OUR YOUTHS. ,We want to raise funds for our youths who need the training curated by the YMCA of Singapore for them. We cherish them. We value each and every one of you for coming alongside us in this cause. Thank you. 🙏
YMCA of Singapore,ALL 4 THE YOUTHS.,"We are committed to the well-being and holistic enrichment of these youths that the YMCA of Singapore serves. Join Judah, Joel, Khim & Ning in this challenge to do good. ❤️"
YMCA of Singapore,"BECAUSE KHIM, JUDAH & NING WANT TO DO GOOD, AND WE NEED YOU. ","We are more than grateful for the chance to fundraise for a good cause. And even more than that, thank you for putting your hard-earned money to supporting the youths who we care for. With all gratitude, Judah, Khim & Ning."
YMCA of Singapore,JOIN JOEL & NING TO DO GOOD. ,We don’t want to be all talk and no action… so here we are raising funds for a cause we support. ❤️ Thank you for supporting us and the young people we serve. So grateful.
YMCA of Singapore,Join Joel & Khim in supporting our youths!,Joel and Khim both work in youth development. Help us take our passion to the next level in the Y Tower Challenge!
YMCA of Singapore,Do it for the youth!!,Judah and Khim LOVE our youth! Join us in our effort to create opportunities for the youth that YMCA serves
YMCA of Singapore,Support Mei Ling's Find Your Y,"journeying with young peopleFrom the time I was young, I had lots of people investing into my life. They spoke into my life, encouraged me, guided me, corrected me, challenged me. Till now, I continue to receive guidance and encouragement from these mentors. What they did for me, I had the privilege to do the same for young people with whom I cross path in the last 3 decades and counting. I am taking on the Tower Challenge to support the cause of investing in young people. When a young person Find their Y in life, there is no knowing the impact they would bring to the community. Support me as I join my team to take on the challenge in setting a Singapore Record of the longest continuous stair climbing activity over 180 hours to let young people know that we are with them in scaling their mountains. Funds raised will go towards YMCA programmes that train, challenge and champion youth at risk and youth with special needs."
YMCA of Singapore,Support Ans & special youths Hike 100Km!,"The Inclusive Challenge was born in 2019, with an innocent but ambitious dream to shatter the glass ceilings often associated with the special needs community. The goal was Mount Fuji. The journey toward that dream was not without challenges, with weather conditions, appropriateness of training, and covid just to name some. 4 years in the making, the team of 10 youth with special needs finally summitted Mount Fuji in 2023. Euphoria aside, the feat initiated a paradigm shift regarding what else is possible. This year (2024), the Inclusive Challenge is back. Together with the Running Hours, our youth ambassadors will be taking on the 100km MacLeHose Trail in Hong Kong. It is tougher, longer (in duration and distance), and the team is training harder. All these, for the work of advocacy and fundraising. Funds raised through the Inclusive Challenge goes toward supporting the youth with special needs, and youth at risk served through the programmes in YMCA of Singapore. Through the Find Your Y series, we seek to reverse the narrative, so traditional beneficiaries can be empowered to become the fundraisers and resource mobilizers to champion for the social causes they stand for."
YMCA of Singapore,JOIN MEAGAN & NING TO RAISE FUNDS FOR YOUTHS.,We cherish you for supporting us in fundraising for the youths who would benefit from the programmes curated for them at the YMCA of Singapore. Every single dollar counts. So grateful. 🙏
YMCA of Singapore,Judah for Tower Challenge,"I am raising funds for YMCA Tower Challenge! Support me to do good=)I will be attempting YMCA Singapore's Tower Challenge from 16 to 24 Nov, and summit the YMCA@One Orchard Building. We will be attempting to set a Singapore Record of the longest continuous stairs climbing activity across 180 hours! Support me in this endeavor! Funds raised will go toward serving the youths at risk and youths with special needs that YMCA serves!"
YMCA of Singapore,YMCA Charity Movie 2024: Give a Gift to Youth-At-Risk,"YMCA Charity Movie Makes an Exciting Comeback: Premiering THE GARFIELD MOVIE in Partnership with Sony Pictures!After a 4-year hiatus due to the unprecedented challenges posed by the COVID-19 pandemic, the YMCA Charity Movie is back, and it's bigger and better than ever! Set to take place on 18 May, Saturday, at the iconic GVMax @ VivoCity, this event promises an evening filled with excitement, entertainment and most importantly a chance to make a difference. YMCA of Singapore has teamed up with Sony Pictures to bring you the exclusive premiere of THE GARFIELD MOVIE. Get ready to laugh, reminisce and embark on a nostalgic journey with everyone's favourite lasagna-loving cat. 🐱This event is not just about movies; it's about making an impact. The YMCA Charity Movie will proudly support the YMCA Vocational and Soft Skills Programme (VaSSP), a groundbreaking initiative aimed at empowering youth-at-risk. Through VaSSP, these young individuals are equipped with essential job competencies and vocational skills, paving the way for brighter futures and endless possibilities.UPDATEAlthough the movie premiere date has passed, our Charity Movie campaign will continue to accept donations till 14th June.Thank you for your support in strengthening youth with the YMCA!"
YMCA of Singapore,"Spark Joy, Spread Love: YMCA Year End Donation Drive","When Lii was in her secondary school days, she felt lonely and disconnected from her peers, and risked becoming a out-of-school youth. Her life took a turn for the better after she found a community of peers passionate about the YMCA Vocational and Soft Skills Programme (VaSSP). Lii then embarked on her vocational training journey, and therein she discovered her passion for hairdressing. Today, Lii is an accomplished assistant at a hair salon. She has bigger dreams and aspires to be a senior hairdresser!By the end of 2023, our goal is to secure $2.9 million in funding to sustain and expand our vocational and social development programmes. Your generous donation holds the power to create a brighter future for these deserving youth.Let's make a collective pledge for a better tomorrow!"
YMCA of Singapore,JOIN MEAGAN & NING TO DO GOOD. ,Meagan & Ning don’t want to be all talk and no action… so here we are raising funds for a cause we support. ❤️ Thank you for supporting us and the young people we serve. So grateful.
YMCA of Singapore,Swing for Good: YMCA 23rd Charity Golf 2023,"The YMCA 23rd Charity Golf 2023 took centre stage on the lush greens of Tanah Merah Country Club on 28 June 2023! Over 120 golfers and corporate sponsors contributed to a memorable day that transcended beyond the golf course. Riding on the momentum, we would be extending this campaign until 23 August 2023. Please donate generously! All funds raised will go towards the YMCA-Lim Kim San Volunteers Programme, which aims to continue strengthening YMCA's volunteer capacities, abilities and effectiveness so they may continue to uplift more lives."
YMCA of Singapore,YMCA Special Needs Inclusive Challenge,"The YMCA Special Needs Inclusive Challenge returns again this year, where 10 Special Needs Ambassadors are training hard to conquer Japan's tallest mountain, Mt Fuji, this August!Through this challenge, we hope to champion special needs inclusivity and fundraise $250,000 to sustain vocational training and social development programmes that empower youth with special needs. We appeal for your generosity in being an advocate for youth with special needs and empower them to become independent contributors to an inclusive society. Find out more at fuji.ymca.org.sg.---Funds raised will go to the YMCA Community Services Fund that sustains programmes for youth with special needs, youth-at-risk and youth-in-need. Thank you for your kind support and contribution!"
YMCA of Singapore,YMCA Giving Gala 2023,"Mark your calendar for a night of inspiration at the YMCA Giving Gala 2023, held in support of youth with special needs. We will be featuring stories of our youth clients and their transformational journeys!Meet Yun Xuan, a very bubbly cheerleader who always looks out for her peers, Yun Xuan loves spending time with her fellow Special Needs Ambassadors while they work hard to train up for the YMCA Special Needs Inclusive Challenge together. Outside of her stint as a Special Needs Ambassador, she takes part in various sports such as dragon-boating together with fellow Ambassadors Ryan, Wei Kang and Ek Jin! Yun Xuan is also a very hardworking individual – assisting her mother in second-hand book sales while helping with logistics as an assistant teacher at a private music studio.We invite you to be a part of this transformative journey in supporting Yun Xuan's endeavors! By purchasing a table of $50,000, $20,000 or $10,000 each, or a seat of $1,000 each, your donation will help us rewrite narratives of the youth we serve.Proceeds go to the YMCA Community Services Fund, which supports vocational training and social development programmes for youth with special needs and youth-at-risk."
YMCA of Singapore,YMCA x Prestige Partners,"At Prestige Partners, we believe in the strength of unity! In support of YMCA Ground up Initiative, Prestige Partners is thrilled to announce our fundraising campaign in collaboration with the YMCA. The fundraising campaign will run until 18 December.What's Brewing on 9 October?On 9 October 2023, you can redeem a coffee set thoughtfully packed by our youth with special needs, with a simple act of purchasing a ticket at $10 each.Share your experience with friends, family, and colleagues and multiply the impact!Date: 9 OctoberTime: 10AM - 1PMVenue: 450 Alexandra Road #11-04 UE BizHub, (S)119960"
APSN Ltd.,Double Up for Good,"35-year-old Germaine, who has mild intellectual disability and Down syndrome, graduated from APSN Centre for Adults in 2017 after securing employment. Unfortunately, when the Covid-19 pandemic struck, Germaine found herself facing unemployment. Recognising the need for continued support and training, Germaine’s mother re-enrolled Germaine at the APSN Centre for Adults in 2021.During her training, Germaine’s mood fluctuations often affected her work tasks. She was also easily distracted by others and became temperamental whenever there were changes in routine. To aid Germaine, her form instructor, Max Liong, designed a personalised checklist and set goals to help her improve on her ability to focus, work well with others, adapt to changes in routine and be more receptive to feedback.Through continuous guidance and with the support of her peers, Germaine is now able to manage distractions, cope well with her work tasks and has better relationships with her peers. To further support her needs, we also provide financial aid through our financial assistance scheme to cover her training fees and insurance, and also provide transport and meal allowances.Germaine’s mother has also noticed the significant improvements in her daughter. She has shared that Germaine pro-actively takes care of her whenever she is unwell and also attends to household chores. Her mother is also pleased with Germaine’s ability to regulate her emotions and newfound openness in sharing her daily experiences.Your contribution can make a profound impact on the lives of individuals like Germaine by supporting our vocational training programmes and employment support services. Every dollar helps, even a contribution of $2 can make a difference in empowering our trainees to become active contributors to society and lead independent and fulfilling lives. So, double up for good now!"
APSN Ltd.,Building a Brighter Future,"Charissa, a 26-year-old with mild intellectual disability, joined APSN Centre for Adults in 2019. She lives with her parents in a 3-room HDB apartment. Her father is the sole breadwinner, and her mother is a full-time homemaker and caregiver.In April 2019, Charissa’s father, previously employed in sales, was diagnosed with end-stage colon cancer. His treatment required frequent medical visits and chemotherapy, quickly depleting their savings. Their situation worsened during the Covid-19 pandemic when Charissa’s father lost his job, and medical bills continued to accumulate. In dire need of financial aid, her family, guided by our supportive instructors, sought help from our Allied Professionals team.To support Charissa and her family, we provided aid through our financial assistance scheme, covering her training fees and insurance, as well as transport and meal allowances. We also referred her family to philanthropic entities for groceries and daily necessities.Beyond financial support, we have equipped Charissa with essential skills for the workforce through vocational training. She has successfully completed the first phase, Exposure Vocational Training, which provides autonomy by exposing trainees to various job industries, and is now in our Specialised Vocational Training programme (Bakery), where she continues to hone her baking skills with industry-relevant equipment.With your help, we can continue to make a difference in the lives of our trainees, like Charissa. Make a donation today to help build a brighter future for individuals with special needs by empowering them to become active contributors to society and lead independent and fulfilling lives."
APSN Ltd.,APSN Charity Fashion Gala 2023,"Zabrina is so excited for the APSN Charity Fashion Gala as the event gives her the opportunity to showcase her confidence, talent and creativity. She is gearing up to shine on the catwalk when she models the sustainable outfit, specially created based on her inspiration and collaboration with the fashion design students from Temasek Polytechnic. However, the 24 year-old, diagnosed with mild intellectual disability and Down syndrome, was not always the confident and cooperative person she is today.When Zabrina first joined APSN Centre for Adults, she had frequent conflicts with her peers and was unwilling to follow work instructions. Even at home, she constantly argued with her family members whenever she was being corrected and sometimes returned home late without informing her caregivers.Recognising the need for improvement, her form instructor, Lee See, with the support of our other instructors, stepped in to help Zabrina develop her social skills. Lee See also worked with Zabrina’s caregivers to plan household responsibilities for Zabrina and provided advice on how they can balance the aspects of nurture and discipline at home.With the support provided to her, Zabrina has learnt to regulate her emotions and has a more amicable relationship with her peers. She is now good at following instructions and enjoys a better relationship with her caregivers. Through her hard work, Zabrina has passed her Exposure Vocational Training Programme milestones and is waiting to transition to our Specialised Vocational Training Programme at the APSN Café for All.Our beneficiaries’ transformative journeys are only made possible with your invaluable support. Your donation empowers our beneficiaries, like Zabrina, to work towards becoming active contributors to the community by equipping them with the necessary skills required for the workforce through vocational training, realistic on-the-job training and employment support services. Make a donation today to empower our beneficiaries to lead independent and fulfilling lives."
