charity_name,campaign_name,Cleaned_Campaign_Description
Singapore Red Cross Society,Can You Help Our Local Elderly During This COVID-19 Situation?,"dear friend singapore red cross src bringing series aid aimed providing support relief local vulnerable amid coronavirus disease 2019 covid-19 outbreak aid valued 768,000 delivered local vulnerablevalued 768,000 aid delivered form customised care package psychosocial support call senior living alone sanitation kit on-ground volunteer staff ca n't without help need immediate assistance raise fund aid beneficiary 's donation elderly acceptance new referral agency suspended services- befriending 100 high-risk high-isolation senior kin family- provision customised care package 1,000 senior careplease continue reading detail care packages.how donation help 1,000 seniorsslated distributed next three month april june care package benefit 1,000 senior across src ’ elderaid medical chaperone transportaid home monitoring eldercare home service consideration varied need beneficiary care package comprise mixture food medical hygiene household item content package carefully curated based beneficiary ’ feedback customised elderly cater immediate need ensure isolated senior access aid src receive new referral particularly agency suspended service volunteer pressing fortnightly home visit weekly befriending call senior safeguard 2,000 volunteer fundraiser staff actively serving community across spectrum essential service singapore red cross also provide sanitation kit them.during challenging time singapore red cross providing psychosocial support beneficiary home visit telephone call would extend helpline service volunteer within month. “ extraordinary time critical intensify effort uplift vulnerable community hardest hit immensely grateful volunteer fundraiser standing u keeping spirit high working pride whilst complying preventive measure social distancing ” said mr benjamin william secretary general ceo singapore red cross please help local elderly today hope support u cause help local elderly making donation.donating really simple secure money directly go singapore red cross.your donation also 250 tax-deductible.thank you.p.s unutilised fund covid-19 channelled towards singapore red cross 's local programme"
Singapore Red Cross Society,Aura Drapes - Sustainable Kids Market 2024 ,aura drape celebrates indian artistry every individual drive provide better world everyone stay be.you.tiful `` uniquely beautiful every imaginable way
Singapore Red Cross Society,"[WORKSHOP FULLY BOOKED][SUN 26 MAY, 12:15PM] Decoupage Bag Duet!",workshop fully booked additional donation still acceptedsuitable age 4 year mother daughter workshop duration 1hr 15mindonation 120 2 decoupage bag parent child venue sustainable kid market marina square foyer l2 ﻿🧡 workshop created sponsored melinda craft 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible﻿🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.﻿🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.﻿ever wondered could leftover pretty napkin party learn create set 20cm 18cm rattan bag decorating paper napkin create beautiful bag perfect weekend holiday getaway mother daughter workshop allows create unique rattan bag decoupage art decorating object paper cutout achieve hand painted look bag using technique choose variety floral design available option make matching bag like make totally different come join u exciting mother daughter bonding experience sustainable kid market contribution make difference le privileged kid singapore
Singapore Red Cross Society,(DM) Brightening Days With Love,dear friend subathra d/o manikam people call suba 67 year old past four decade 've battling auto-immune disease significantly adversely impacted life.besides coma undergone two surgery surgery unfortunately led complication brought blood clot leg impaired mobility heading medical appointment became dreaded task triggered much fear apprehension uncertainty would painstakingly manoeuvre wheelchair home flag taxi get medical appointment often taxi would speed without stopping rare instance taxi driver kindly gave ride ride costly subsequently introduced singapore red cross ’ src medical chaperone transportaid service akin ray hope shining life since medical chaperone src would fetch regular medical appointment hospital via transportaid vehicle occasionally would go beyond call duty helping daily task packing lunch thankful src ’ medical chaperone cherished friendship presence life given peace mind enabled get medical appointment ease love subaall fund raised campaign champion humanity -- year draw close hope consider making monthly donation joining u champion singapore red cross generosity go long way touching life addressing need underserved community singapore giving hope better year ahead together let ’ make difference life le privileged giving opportunity usher new year brighter note
Singapore Red Cross Society,"[SUN 26 MAY, 5PM] Crochet Craze: Let's Get Hooked!",suitable age 9 year upduration 45mindonation 15venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored fun crochet 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.discover joy crocheting beginner-friendly workshop say goodbye store-bought gift say hello learning new skill fabricate many useful handmade possibility master join u unravel mystery crocheting weaving together colourful bracelet adorable bookmark sign start lifelong crochet journey u keep crochet magic alive even workshop take home creation keep hook clicking grab yarn hook special price hurry 's stock last hook 4 single-color yarn 5 multi-color yarn 7 set hook single-color yarn 8 set hook multi-color yarn 10 ﻿best proceeds sale material go supporting underprivileged child
Singapore Red Cross Society,"[SUN 26 MAY, 6PM] Crochet Craze: Let's Get Hooked!",suitable age 9 year upduration 45mindonation 15venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored fun crochet 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.discover joy crocheting beginner-friendly workshop say goodbye store-bought gift say hello learning new skill fabricate many useful handmade possibility master join u unravel mystery crocheting weaving together colourful bracelet adorable bookmark sign start lifelong crochet journey u keep crochet magic alive even workshop take home creation keep hook clicking grab yarn hook special price hurry 's stock last hook 4 single-color yarn 5 multi-color yarn 7 set hook single-color yarn 8 set hook multi-color yarn 10 ﻿best proceeds sale material go supporting underprivileged child
Singapore Red Cross Society,"[SUN 26 MAY, 11AM]  Eco-Coasters: Transforming Waste Plastic into Magic",suitable age 4 year upduration 1hrdonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored semula 🧡 get 250 tax deduction donation complimentary ticket entitles workshop.🧡 100 donation aid underprivileged child cared singapore red cross ’ young hearts.🧡 please retain electronic receipt emailed upon donation ticket workshop ticket strictly resale.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.﻿watch waste plastic melted brand new coaster design hands-on experience participant express creativity make design personalised coaster hdpe type 2 plastic waste.while coaster take shape explore singapore 's waste management system learning identify recyclable plastic art recycling right join u hands-on journey eco-friendly fun discovery
Singapore Red Cross Society,"[SAT 25 MAY, 11AM] Chinese Culture Quest! ",suitable age 4 year upduration 45mindonation 50 venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored etonhouse zhong hua 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.﻿join u chinese culture quest hands-on journey traditional art like bamboo weaving chenille flower paper kite beijing opera mask experience chinese history symbolism guided instruction fostering deeper understanding chinese heritage whilst learning sustainability eco-friendly material ﻿choose 3 4 chinese cultural craft make bring home sign immersive educational adventure like
Singapore Red Cross Society,"[SAT 25 MAY, 12PM] Chinese Culture Quest!",suitable age 4 year upduration 45mindonation 50 venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored etonhouse zhong hua 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.join u chinese culture quest hands-on journey traditional art like bamboo weaving chenille flower paper kite beijing opera mask experience chinese history symbolism guided instruction fostering deeper understanding chinese heritage whilst learning sustainability eco-friendly material ﻿choose 3 4 chinese cultural craft make bring home sign immersive educational adventure like
Singapore Red Cross Society,"[SAT 25 MAY, 1PM] Chinese Culture Quest!",suitable age 4 year upduration 45mindonation 50 venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored etonhouse international school zhong hua 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.join u chinese culture quest hands-on journey traditional art like bamboo weaving chenille flower paper kite beijing opera mask experience chinese history symbolism guided instruction fostering deeper understanding chinese heritage whilst learning sustainability eco-friendly material ﻿choose 3 4 chinese cultural craft make bring home sign immersive educational adventure like
Singapore Red Cross Society,"[WORKSHOP FULLY BOOKED] [SAT 25 MAY, 11AM] Build My Own Ocean: DIY Sensory Bottles",workshop fully booked donation accepted.venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored ac junior 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.﻿our ocean cornerstone biodiversity constantly threatened unsustainable human practice join u imagine better tomorrow underwater paradise invite young one build ocean form sensory bottle give used plastic bottle new lease life filling colourful recycled materials.participants look forward soothing visual experience watch little ocean swirl around pattern movement create calming craft learn play part protect ocean safeguard resource generation come
Singapore Red Cross Society,"[SAT 25 MAY, 12PM] Build My Own Ocean: DIY Sensory Bottles",suitable age 4-9 year duration 45mindonation 30venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored ac junior 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.our ocean cornerstone biodiversity constantly threatened unsustainable human practice join u imagine better tomorrow underwater paradise invite young one build ocean form sensory bottle give used plastic bottle new lease life filling colourful recycled materials.participants look forward soothing visual experience watch little ocean swirl around pattern movement create calming craft learn play part protect ocean safeguard resource generation come
Singapore Red Cross Society,"[SAT 25 MAY, 6PM] Underwater Discovery: Marine Biodiversity & Me",suitable age 9 year upduration 45mindonation 20venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored rethink good x animal welfare academy 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.calling young adventurer join u dive deep mesmerizing world marine biodiversity discover wonder oceans.through engaging activity hands-on experience kid learn incredible creature inhabit sea learn take individual action make difference.that 's bring home sea star fashioning one discarded paper technique papier-mâché
Singapore Red Cross Society,"[SUN 26 MAY, 4PM] Oceanic Brew: Eco-friendly Whale Collage Workshop",suitable age 6 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored art explorer 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.﻿join u unique sustainable art workshop explore beauty mixed medium environmental consciousness session participant delve world sustainability creating captivating art piece whale using unconventional material coffee ground newspaper.through art collage attendee learn manipulate newspaper form intricate texture pattern resembling majestic sea creature use coffee ground add dimension depth artwork also engaging sens rich aroma.experience joy sustainability creativity coming together paint collage connect natural world hands-on workshop let 's create art captivates eye also leaf positive impact mother earth.ps completed art piece come easel displaying
Singapore Red Cross Society,"[SUN 26 MAY, 5PM] Oceanic Brew: Eco-friendly Whale Collage Workshop",suitable age 6 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored art explorer 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.join u unique sustainable art workshop explore beauty mixed medium environmental consciousness session participant delve world sustainability creating captivating art piece whale using unconventional material coffee ground newspaper.through art collage attendee learn manipulate newspaper form intricate texture pattern resembling majestic sea creature use coffee ground add dimension depth artwork also engaging sens rich aroma.experience joy sustainability creativity coming together paint collage connect natural world hands-on workshop let 's create art captivates eye also leaf positive impact mother earth.ps completed art piece come easel displaying
Singapore Red Cross Society,"[SAT 25 MAY, 1PM] Fold & Shine! Earrings with Origami",suitable age 7 year aboveduration 45mindonation 80venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored sylph 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.﻿explore fusion art sustainability fold shine earring origami workshop delve intricate fold traditional japanese origami crafting stunning crane design witness paper creation transform wearable art—beautiful earring repurposing paper child ignite creativity championing sustainability piece becomes unique masterpiece making positive environmental impact—one fold time join u workshop combine creativity culture eco-consciousness
Singapore Red Cross Society,"[SAT 25 MAY, 2PM] Fold & Shine! Earrings with Origami",suitable age 7 year aboveduration 45mindonation 80venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored sylph 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.explore fusion art sustainability fold shine earring origami workshop delve intricate fold traditional japanese origami crafting stunning crane design witness paper creation transform wearable art—beautiful earring repurposing paper child ignite creativity championing sustainability piece becomes unique masterpiece making positive environmental impact—one fold time join u workshop combine creativity culture eco-consciousness
Singapore Red Cross Society,"Lend a Hand for Humanity, SRC Grateful Hearts 2023",greeting singapore red cross invite come together participate year 's grateful heart day fundraise u online 8th may 31st july 2023 raise fund local humanitarian effort partnership translate directly social good making real impact community.we strongly believe year 's theme lend hand humanity instill quality fundraiser motivated serve others particularly vulnerable member community.when support red cross help severely disabled isolated elderly low-income skipped-generation single parent families.your kind generous support enable u raise much-needed fund sustain humanitarian service essential vulnerable singapore.lend hand humanity grateful heart donation go directly singapore red cross receive 250 tax deduction
Singapore Red Cross Society,"[SAT 25 MAY, 3PM] Play, Learn & Make with EcoCasting!",suitable age 5 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored rainbow artisan 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.join u eco-casting workshop 'll craft 4 stunning jesmonite fridge magnet jesmonite eco-friendly material combine natural raw material water-based acrylic making sustainable non-toxic.while magnet set enrich game scrabble featuring handmade jesmonite letter tiles.take home unique creation plus rainbow artisan gifting bag handmade eco-casting scrabble tile edu-fun home experience creativity sustainability fun one workshop reserve spot
Singapore Red Cross Society,"[SUN 26 MAY, 11AM] Play, Learn & Make with EcoCasting!",suitable age 5 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored rainbow artisan 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.﻿join u eco-casting workshop 'll craft 4 stunning jesmonite fridge magnet jesmonite eco-friendly material combine natural raw material water-based acrylic making sustainable non-toxic.while magnet set enrich game scrabble featuring handmade jesmonite letter tiles.take home unique creation plus rainbow artisan gifting bag handmade eco-casting scrabble tile edu-fun home experience creativity sustainability fun one workshop reserve spot
Singapore Red Cross Society,"[SUN 26 MAY, 2PM] Solar Energy & Me",suitable age 7 year aboveduration 45mindonation 30venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored play beyond 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.solar energy offer interesting hands-on experience combine solar energy education creativity toy structure building.the primary objective workshop help child gain awareness environmental issue understand solar energy contribute reducing carbon emission mitigating climate change.through workshop child learn energy consumption everyday life get explore creative expression painting decorating wooden toy come design car helicopter windmill etc vibrant colour imaginative designs.the hope inspire child think innovatively consider potential solar energy addressing real-world challenge bringing away memorable toy proud of.team play beyond
Singapore Red Cross Society,"[SAT 25 MAY, 2PM] Homemade Fun: A Playdough Workshop",suitable age 4-6 yearsduration 45mindonation 25venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored play beyond 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.welcome `` homemade fun playdough workshop '' get hand messy making diy playdough kitchen ingredient crafting child-safe eco-friendly options.beyond play explore science concept like homogeneity color mixing mold unique shape guided expert develop skill ignite imagination discover sustainable play household material promoting eco-consciousness let 's create learn play together team play beyond
Singapore Red Cross Society,"[SAT 25 MAY, 3PM] Trash to Toys: Eco-Bus Designer",suitable age 7-12 yearsduration 45mindonation 25venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored play beyond 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.the upcycled wonder workshop transforms household item sustainable creation merging sustainability education crafting participant repurpose discarded item imaginative creation like toy school bus box yogurt cup bottle cap join u fun-filled time crafting learn turn trash treasure embracing sustainability let 's create brighter greener future together team play beyond
Singapore Red Cross Society,"[SAT 25 MAY, 5PM] Mandala Magic",suitable age 7 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored srujana made love 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.welcome mandala magic enchanting journey intricate pattern vibrant colour hands-on workshop child explore mandala art beautiful form self-expression mindfulness tiny well placed dot form big impact.guided experienced instructor young artist create mesmerising symmetry whimsical design every dot tell story ultimately creating decorative bookmark butterfly fridge magnet take home keepsake.so grab dotting tool ignite creativity let inner artist shine mandala magic
Singapore Red Cross Society,"[SAT 25 MAY, 6PM] Mandala Magic",suitable age 7 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored srujana made love 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.welcome mandala magic enchanting journey intricate pattern vibrant colour hands-on workshop child explore mandala art beautiful form self-expression mindfulness tiny well placed dot form big impact.guided experienced instructor young artist create mesmerising symmetry whimsical design every dot tell story ultimately creating decorative bookmark butterfly fridge magnet take home keepsake.so grab dotting tool ignite creativity let inner artist shine mandala magic
Singapore Red Cross Society,"[Urgently Needed] $10,000 for 1,000 Meals To Feed Low-Income Families ","dear friendwill donate 10 one meal today 1,000 resident 470 household would like send meal partnership social kitchen provide healthy warm food 10 each.with donation 10 20 50 even 100 bring 1 2 5 10 meal feed low-income household today even choose donate bigger amount.will help u raise enough fund bring ample food beneficiary deepavali make different food-related fundraising campaign receive food-related fundraising campaign fund raised bring dry ration grocery affected beneficiary cook fall foodaid programme.with campaign donation used bring hot piping food warm belly 470 low-income households.who receive food 've donated towards 1,000 low-income resident occupy 2 block rental flats.the bento set prepared social kitchen received young heart beneficiary also deliver food elderly household unable come collect food.thank bringing warm meal beneficiary putting happy smile facesthank making donation towards campaign hope support u cause making donation 10 20 50 even 100 bring ample food 1,000 beneficiary deepavali.donating really simple secure money directly go singapore red cross.thank you.p.s unutilised fund channelled towards singapore red cross 's local programme"
Singapore Red Cross Society,"[SUN 26 MAY, 4PM] Bioplastics Fantastic!",suitable age 6 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored tesign 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.tesign material design studio focused recrafting future material waste.join u meaningful workshop accessible understanding material around u try hand making small pouch bio-materials food waste expect get hand crafty playing material natural safe kid embrace eco-conscious creativity learn make material `` sustainable '' unlock inner artist take home something made register secure spot together young one meaningful educative workshop
Singapore Red Cross Society,Singapore Red Cross Humanitarian Response to Cyclone Mocha in Myanmar,"note donation overseas effort tax-deductible receipt issued upon request 14 may cyclone mocha made landfall along coast rakhine myanmar resulted extensive damage infrastructure including roof power line within state.in response devastation caused cyclone mocha singapore red cross src earlier pledged 50,000 humanitarian aid support immediate relief effort future humanitarian response myanmar red cross society mrcs `` deeply concerned destruction aftermath cyclone mocha initial assessment suggest damage extensive need high amongst already vulnerable community including displaced person rakhine '' said mr benjamin william secretary general ceo src `` singapore red cross responder standby deployed provide relief assistance continue work closely mrcs support humanitarian response `` call support time need donation go towards supporting affected community recovery operation myanmar.to support local cause receive tax deduction donation please visit champion humanity"
Singapore Red Cross Society,"[SUN 26 MAY, 6PM] Bioplastics Fantastic!",suitable age 6 year upduration 45mindonation 50venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored tesign 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.tesign material design studio focused recrafting future material waste.join u meaningful workshop accessible understanding material around u try hand making small pouch bio-materials food waste expect get hand crafty playing material natural safe kid embrace eco-conscious creativity learn make material `` sustainable '' unlock inner artist take home something made register secure spot together young one meaningful educative workshop
Singapore Red Cross Society,"[WORKSHOP FULLY BOOKED] [SAT 25 MAY, 4PM] Zentangle for Everyone",workshop fully booked additional donation still acceptedsuitable age 7 year upduration 45mindonation 10venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored broadrick secondary school 100 donation aid underprivileged child young heart singapore red cross donation 250 tax deductible🧡 get 250 tax deduction donation complimentary ticket entitles workshop 🧡 please keep electronic receipt emailed upon donation ticket workshop.🧡 please arrive 10 min start workshop registration.🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.go artistic journey u zentangle everyone explore mesmerizing art zentangle mindful drawing method known calming effect intricate pattern participant also enjoy captivating world shrink art design magically shrink miniature masterpiece blending technique child craft stunning keychains reflect creativity mindfulness
Singapore Red Cross Society,"[WORKSHOP FULLY BOOKED] [SAT 25 MAY, 4PM] Treasured Greeting Cards from Trash",workshop fully booked additional donation still acceptedsuitable age 4 year upduration 45mindonation 10venue sustainable kid market marina square foyer l2 🧡 workshop created sponsored admiralty primary school 🧡 get 250 tax deduction donation complimentary ticket entitles workshop.🧡 100 donation aid underprivileged child cared singapore red cross ’ young hearts.🧡 please retain electronic receipt emailed upon donation ticket workshop ticket strictly resale.🧡 please arrive 10 min start workshop registration.﻿🧡 wish make donation without participating workshop indicate `` donation '' `` additional information '' section.🧡 every donation entitled 250 tax deduction complimentary ticket workshop market.🧡 ticket strictly resale.join u upcycled greeting card workshop creativity meet sustainability learn repurpose old magazine newspaper beautiful one-of-a-kind greeting card loved ones.through fun easy technique 'll transform magazine page two stunning card design reducing waste giving new life material get ready create art purpose make positive impact environment—one card time
Singapore Red Cross Society,Support Sophy's 39km walk for the BlueStar 2020 Charity Walk,sophy zhang co-founder jt auction born bred beijing prc heart ancient imperial city hail ancestry lineage manchurian royal family graduated beijing foreign language college furthered study hotel management japan.upon returning china introduced world business started cigar wine club renowned painter huang zhou ’ yan huang art museum met various accomplished artist art collector there.thanks early influence elderly member family since young sophy developed keen interest collecting contemporary art since emigrating singapore 1998 lived love contemporary art traversing europe asia shuttling europe new york 's top art gallery auction pursuit love passion.sophy co-founder jt auction injected new vitality rather traditional auction business building efficient platform collector buyer innovative business model serve everyone better.come tuesday 10th november 2020 sophy walking incredible distance 39km saf yacht club sentosa 9 hour full support bluestar charity join supporting bluestar 2020 charity walk making donation today notice please note optional tip ranging 3 10 making donation payment tip go deeda.care free fundraising platform deeda solely relies generosity run operation marketing however tip totally optional always edit tip portion 0 opt out.﻿event detailsregistration begin 1st october 2020 bluestar walker like donate least 28 walk 28km within 15 day period 28th november 2020 13th december 2020 bluestar walker walk away finisher gift pack worth 180format charity walk eventregistration start 1st october 2020registration end 27th november 2020walking date range saturday 28th november 2020 13th december 2020your walking goal 28km 2 week averaging 2km per day bluestar walker participation detailsclick donate button register today.s 28 single walker click button next donation option page clicking donate bluestar corporate group participation detailsclick donate button register company nameenter total donation amount total number walker e.g 10 walker donation amount 280email group participation list event redcross.sg following info full namebest email address receive event update t-shirt sizeif participant donated individually please include donation amountnric tax deduction purpose record walking mileage 28th november 13th december 2020 record daily mileage digitally manually.this done form screenshots b excel spreadsheet.save file full name per registration easy identification.on 14th december 2020 email total mileage clocked mileage bluestarcharity.asia information event made available via email.let 's walk together make difference thank you.registrations officially closed 28th november 2020 12noon thank support bluestar 2020 virtual charity walk donation still welcomed
