charity_name,campaign_name,detailedStory
Lions Befrienders Service Association (Singapore),"Christmas Gift of Joy, MP3 Radios 4 Lonely Seniors","<p><span style=""color: rgb(102, 102, 102);"">""I can listen to stories, oldies and news. It brings live to my boring days"" Remarked Ah Ma, 70 years old.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Our lonely seniors are still having trouble coping with the new norm of COVID-19 pandemic while most of us are starting to adapt to it. Seniors are the most vulnerable group and their social circles are limited due to the restricted measures. We have witnessed 4 attempted suicides since Circuit Breaker, and we have noted the gradual decline in the emotional and mental health of our seniors.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">This Christmas season, give an MP3 radio to a senior to cheer up their lonely days. For every $25 you donate, you are bringing joy back into her/his life and enhance her/his mental wellness!</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Our goal is to raise $15,000 to purchase 600 sets of MP3 radios, pre-loaded with curated content and music in different languages provided by 3Pumpkins.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Give a Gift of Joy Today 2 Prevent Loneliness!</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">How can you help us?</span></p><p><span style=""color: rgb(102, 102, 102);"">#Share this good cause with your friend and family during this season of Thanksgiving!</span></p><p><span style=""color: rgb(102, 102, 102);"">#Start a fundraising campaign: Birthday or Anniversary Celebration - instead of a gift, rally all your friends to donate for a worthy cause that impact lives!</span></p>"
Lions Befrienders Service Association (Singapore),Bring Joy to Seniors this 牛 (New) Year!,"<p><strong class=""ql-size-large"">“Chinese New Year? It is just another ordinary day for an old man like me suffering from a stroke. I live my life day by day, just like tearing off calendar pages. ”&nbsp;</strong></p><p><br></p><p>AhGong is home alone always, and all his siblings have gone separate ways. They did not communicate for years. Lions Befrienders allows AhGong to have a place, senior activity centre, accessible to him, in times of loneliness, helplessness, and even in his happiness.&nbsp;</p><p><br></p><p>We have been reaching out to these socially isolated and lonely seniors island-wide, checking in and befriending with them for the last 25 years.&nbsp;&nbsp;&nbsp;We have been relentlessly reaching out to these lonely seniors to value their existence, ensuring that they are not forgotten, and to fill in their lonely yearns for companionship.</p><p><br></p><p>Our goal&nbsp;this Chinese&nbsp;牛(New) Year is to prosper and harvest thousands of seniors’ smiles in their hearts.</p><p><br></p><p>Your gift of care for these lonely seniors in the community not only enables us to reach out to countless socially isolated seniors in Singapore, but it also supports us in providing them with a holistic care programme with a focus on their mental, social, emotional, physical,&nbsp;and spiritual health.</p><p><br></p><p>Support us now to bring Joy to Lonely Senior&nbsp;this Chinese&nbsp;牛(New) Year!</p>"
Lions Befrienders Service Association (Singapore),Gift of Joy to Lonely Seniors,"<p><strong style=""color: rgb(102, 102, 102);""><em>What if there is no one remembers your birthday or celebrates festive holidays with you?</em></strong></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">'What is the point of celebrating when I am all alone? Life just goes on day by day ...' lamented Mr Ong, aged 72 years old.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Many Singaporeans celebrate birthdays and festive holidays with friends and family. However, for some, celebration means nothing to them. Feelings of loneliness, sorrow and regret once bottled up could rise to the fore, leading to sorrow, regrets which may result in depression and suicidal thoughts.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Most of our seniors like Mr Ong are often left alone with no one to celebrate birthday and other festive holidays. This can be a depressing moment for our some of our seniors as it often triggers more sad than happy memories of their past.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Give a Gift of Joy to lonely seniors today? Donation of $100 will allow each senior to receive a priceless gift.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Each senior will be provided with the following yearly:</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">1. A celebration meal and outing</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">2. Birthday cake</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">3. A Gift for his/her birthday</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Your support will go a long way to help seniors to forget the past and live a happy life for tomorrow.</span></p>"
Lions Befrienders Service Association (Singapore),"I'm not afraid to die, BUT NOT ALONE!","<p><span style=""color: rgb(102, 102, 102);"">'I am not afraid to die. But I most worry that when I die, nobody knows and my body rot', said 63 years old, anonymous Ah Ma.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">The news of lonely deaths in seniors has been brought to the media countless times over the years. The most recent news involves an elder woman, who passed on and went unnoticed for 2 years before authorities discovered her decomposed body in her condominium. As the population ages, more seniors in Singapore are living alone, making the issue of undetected deaths a real concern.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Lions Befrienders is disheartened to hear the news of the elder's lonely death. We are constantly striven to reach out to socially isolated and lonely seniors island-wide, providing them with holistic care so that they can age in place in the community and with dignity till the end of life.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">'It's inconvenient for me to leave the house. I am old and my body is aching everywhere. The boys and gals from Lions Befrienders' are very kind. They care for a weak old man like me. They visit me weekly, chit chat, bring me food and help me with my medication and doctor's appointment.', said 72 years old, anonymous Ah Gong.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Donate and help us to prevent loneliness in seniors today! Your contributions are important for us to access technology, resources and outreach programmes to mitigate isolation and prevent lonely or premature death in seniors.</span></p>"
Lions Befrienders Service Association (Singapore),Forget-Me-Not,"<p><span style=""color: rgb(102, 102, 102);"">""I wake up daily longing for my children and grandchildren to call or visit me. They hardly do. I am now old and useless"", lamented 70 years-old Mdm Kamsiah.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Mdm Kamsiah is just one of the many seniors in Singapore left behind by their own families. She once took up two jobs as a cleaner to raise her children and sent them to university. Today she is a widow living alone in a rented flat plagued by loneliness. COVID-19 pandemic has led her to feeling even more isolated and rejected.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">When was the last time...</span></p><p><span style=""color: rgb(102, 102, 102);"">You appreciated your parents for their selfless sacrifices?</span></p><p><span style=""color: rgb(102, 102, 102);"">You thanked them for their unconditional love?</span></p><p><span style=""color: rgb(102, 102, 102);"">You said to them ""I love you""?</span></p><p><span style=""color: rgb(102, 102, 102);"">You said to them ""I am sorry, please forgive me""?</span></p><p><span style=""color: rgb(102, 102, 102);"">You bought them a gift or had a meal together?</span></p><p><span style=""color: rgb(102, 102, 102);"">You hugged them just like when you were young?</span></p><p><span style=""color: rgb(102, 102, 102);"">You called them and asked about their wellbeing?</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Words cannot describe the width and depth of every parent's love. It is Priceless!</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">At Lions Befrienders, we make it our mission to reach out to socially isolated and lonely seniors like Mdm Kamsiah, to provide them with holistic care needed to lead happier lives. Today, Mdm Kamsiah found her family in Lions Befrienders Senior Activity Centre.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Give a Gift of Love in your parent's name Today! Your contributions are important for us to access resources and outreach programs to mitigate isolation and loneliness in seniors like Mdm Kamsiah.</span></p>"
Lions Befrienders Service Association (Singapore),Pandemic Isolation Hard to Cope for Elderly,"<p>How are you coping with the COVID-19 pandemic?&nbsp;</p><p><br></p><p>It has certainly caused stress, anxiety, depression in many, and the socially isolated seniors are not spared.&nbsp;</p><p><br></p><p>Now with Phase 2 in effect, more elderly living alone are at risk of declining mental, emotional and physical health.</p><p><br></p><p>Will you walk this lonely journey with them in a time such as this?</p><p>They are old and lonely, but we have our friends and family.</p><p><br></p><p>Will you show them some love and care?</p><p>That is all they need.</p><p><br></p><p>Your kind contribution, regardless of amount, has significant&nbsp;impact to improve their wellbeing.</p>"
Lions Befrienders Service Association (Singapore),Swing Off Loneliness,"<p>'I have nobody except good old friends at the senior activity center. Lions Befrienders has been taking good care of me for many years now', said 69 years old anonymous Ah Gong with a grateful smile.</p><p><br></p><p>Living in COVID-19 new norm might be easy for some of us, but it has&nbsp;been a STRUGGLE FOR SENIORS in the community who LIVE ALONE.</p><p><br></p><p>While most of us are adjusting to this new lifestyle,&nbsp;seniors who live alone felt more socially isolated or lonely, especially with the COVID-19 heightened alert.&nbsp;&nbsp;</p><p><br></p><p>WOULD YOU SHOW SOME CARE AND LOVE?&nbsp;They have nobody, but we have our friends and family.</p><p><br></p><p>We are relieved&nbsp;to announce that we can resume one of our key fundraising events, Charity Golf 2021.&nbsp;Our aim is to raise at least $300,000 to provide integrated services and programmes to restore mental, physical, emotional, and social health in seniors.&nbsp;&nbsp;</p><p><br></p><p>JOIN US&nbsp;OR&nbsp;MAKE A DONATION TODAY to SWING OFF LONELIENSS! at Lions Befrienders Charity Golf 2021!&nbsp;</p><p><br></p><p>Whether you are a golfer or not, you can be part of this meaningful cause to create a legendary impact in the elderly community.&nbsp;</p><p><br></p><p>What can you do to help?</p><p>1. Set up a fundraising campaign as an individual or corporate&nbsp;- We can support you with the materials needed.&nbsp;</p><p>2. Please feel free&nbsp;to email donate@lb.org.sg for more details.</p><p><br></p><p>On behalf of our seniors, we THANK YOU for your kind and generous support.</p>"
Lions Befrienders Service Association (Singapore),Treasure the Forgotten Seniors!,"<p><span style=""color: rgb(102, 102, 102);"">Do you know how our parents or grandparents lived through World War 2?</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Do you know how they suffered hardships and made sacrifices for you?</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">As their children, we tend to be SO BUSY with our commitments, and we often FORGOT they are getting older each day.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Sadly, most of us FORGET everything that we received from our parents or grandparents. Without them, we wouldn't even get an education and what we've achieved in life today.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">In Singapore, many seniors are left alone by their families. At Lions Befrienders, our goal is to reach out to these socially isolated and lonely seniors, to provide them with holistic care needed to live a healthy, active and happy life in the community.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Treasure the Forgotten Seniors Today! Let's take care of their essential needs so that they can live in their golden years of happiness.</span></p>"
Lions Befrienders Service Association (Singapore),Be a Santa2Seniors this X'mas!,"<p class=""ql-align-justify""><span style=""color: black;"">Festive season is always a good time to catch up with our loved ones and enjoy the company. However, this is not the case for the majority of in Lions Befrienders. Many seniors do not have the luxury to celebrate it with their family and friends.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""color: black;"">""Living my life is like tearing off the calendar pages day by day”, anonymous Ah Gong, 69.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""color: black;"">Like anonymous Ah Gong and many of our seniors, there is no big difference between today and tomorrow, moreover celebrating festive/public holidays. Loneliness fills up the cold and empty room as they spend this festive season alone, while coping with the constant changes of Covid-19 measures. </span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""color: black;"">Be a Santa2Seniors this X’mas by donating to this campaign, providing support and warmth to seniors this rainy and cold season. </span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""color: black;"">Every contributions made is a step close in enabling Lions Befrienders to reach out to socially isolated and lonely seniors to provide them with holistic care needed to lead happier lives.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""color: black;"">Thank you for your generosity and kindness.&nbsp;</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""color: black;"">﻿Merry X’mas!</span></p>"
Lions Befrienders Service Association (Singapore),eFlag Day 2021: Shield Seniors from Loneliness and Heightened Isolation,"<p><em style=""color: rgb(102, 102, 102);"">""I don't have family. My siblings rarely contact me or pay me a visit."" </em><span style=""color: rgb(102, 102, 102);"">Mr Krishnan, 62, lamented, </span><em style=""color: rgb(102, 102, 102);"">""I'm all by myself.""</em></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Mr Krishnan is one of many seniors in Singapore who has been living alone and under our care for over a decade. They rely on Lions Befrienders volunteers for companionship and socialization on a regular basis.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">There has been a sharp decline in seniors' mental wellness since last year. With the recent surge in COVID-19 cases, the seniors are experiencing further isolation with fear, anxiety, uncertainty, and loneliness.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Play a part to Shield Seniors from Loneliness &amp; Heightened Isolation by:</span></p><ol><li><span style=""color: rgb(102, 102, 102);"">Donate to Lions Befrienders</span></li><li><span style=""color: rgb(102, 102, 102);"">Start an internal fundraising event within your company or networks</span></li><li><span style=""color: rgb(102, 102, 102);"">Initiate a company event to show your care and love for at-risk seniors</span></li><li><span style=""color: rgb(102, 102, 102);"">Contribute a portion of your income to help lonely seniors</span></li><li><span style=""color: rgb(102, 102, 102);"">Celebrate your milestones for at-risk seniors: Birthday, Annual Dinner &amp; Dance or Anniversary</span></li></ol><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Your contributions will enable us to provide customized programmes and access to resources to restore their mental, emotional, social, and physical well-being, so that they can live a healthy, active, and happy life in our community again.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Donations of $1,000 or more will receive name acknowledgement on the Virtual Kindness Garden for a year. You are also entitled to a 250% tax deduction for donations $50 and above.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Thank you for your generosity and kindness. </span></p>"
Lions Befrienders Service Association (Singapore),Bless Vulnerable Seniors with a Roaring Tiger Year!,"<p><span style=""color: rgb(102, 102, 102);"">Lunar New Year comes early in 2022 and being able to enjoy it with family and friends is a blessing to many in these trying times, as we brave through the uncertainties during COVID-19 pandemic together.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">""Lunar New Year is just like another day to me. No reunion dinner, No visitors. No family. No one to talk to. Nobody cares. Life has no meaning to me"" lamented Ah Ma, aged 78.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Seniors are encouraged to stay at home. This further social isolation has resulted a sharp decline in their mental, social, emotional, and physical health.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">We have our friends and family whereas they have no one else.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Would you be an Ingot blessing to seniors this Roaring Tiger Year, and shower love to 7800 lonely and vulnerable seniors!</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Your generosity will support our goal in providing holistic services and programmes to restore their active and happy life once again in the community.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">How can you help?</span></p><p><span style=""color: rgb(102, 102, 102);"">#Donate today</span></p><p><span style=""color: rgb(102, 102, 102);"">#Share your AWS or angpow with our seniors</span></p><p><span style=""color: rgb(102, 102, 102);"">#Start a fundraising campaign within your company, school, group of friends or family</span></p><p><span style=""color: rgb(102, 102, 102);"">#Share with your friends and family about this good deed</span></p><p><span style=""color: rgb(102, 102, 102);"">#Organise a reunion dinner for senior</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Email us and we would love to hear from you.</span></p>"
Lions Befrienders Service Association (Singapore),"Have you ever said, ""I love you, Dad""?","<p>We hardly say ""I love you, Dad"" to our fathers. Many of us see them as stern and strict, and we are often disconnected from them. But our fathers sacrifice many things for us, spending long hours at work to make sure we are comfortable and taking time out of their day to teach us valuable lessons.</p><p><br></p><p>For the lonely and vulnerable eldery, who we are even more disconnected from, they have almost no chance of hearing ""I love you, Dad"" from anyone. Many live alone, with their loved ones not being around anymore or having been alienated from their family. Let them feel remembered this Father's Day by sending a gift to them.</p><p><br></p><p>Your contributions will go towards programmes and services to restore and improve the lives of vulnerable seniors, in their mental, emotional, physical and social health.</p><p><br></p><p>This Father's Day, pay it forward by donating to the elderly in your father's name.</p><p><br></p><p>1) Share this campaign with your friends and family</p><p>2) Post this campaign on your social media</p><p>3) Set up a campaign in your company or among friends to raise funds for Lions Befrienders</p><p>4) Contact us to engage our vulnerable seniors</p>"
Morning Star Community Services Ltd,Covid-19 Fund to help Families in Need,"<p>We are living in unprecedented times and the battle with Covid-19 will be long drawn. In an economic downturn, families in need often experience a loss of income, worsening an already difficult financial situation. This can have a downward spiral effect with long term consequences for children and family health if timely support is not given to help them ride over the difficulties.</p><p><br></p><p>Your support will help us to help these families in need.</p><p><br></p><p>What's more, your donation will be matched by the Bicentennial Community Fund which means we will be getting twice your support, enabling us to continue our programmes and services for our beneficiaries.</p><p><br></p><p>No amount is too small, and every donation goes a long way. Please help us continue being the safety net to ensure that no one in our community is left behind.</p>"
Down Syndrome Association (Singapore),Mystique XIII - DSA(S) Charity Gala Dinner (Event Sponsorship),"<p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Hello there!</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">We are organising our annual Charity Gala Dinner, Mystique XIII, to raise funds for our programmes such as the </span><a href=""http://downsyndrome-singapore.org/post/view/8/24"" target=""_blank"" style=""background-color: transparent; color: rgb(74, 134, 232);"">Children's Education Services (CES)</a><span style=""background-color: transparent; color: rgb(0, 0, 0);""> </span>and <a href=""http://downsyndrome-singapore.org/post/view/8/23"" target=""_blank"">Adults Education Services</a> for persons with Down syndrome.<span style=""background-color: transparent; color: rgb(0, 0, 0);""> Mystique XIII will be a celebration of another year of milestones where we will showcase the multi-talented abilities of our persons with Down syndrome together with other fellow members, parents, donors and staff.&nbsp;</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong class=""ql-size-large"" style=""background-color: transparent; color: rgb(0, 0, 0);"">Why donate?&nbsp;</strong></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Every year, we support more than more than 400 persons with Down syndrome and over 1,000 family members. As we are primarily self-funded, we rely on the kindness of individuals like you to fulfill our mission of helping </span>individuals with Down syndrome<span style=""background-color: transparent; color: rgb(0, 0, 0);""> attain his or her full potential. Just like the event’s theme -</span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Leave No One Behind</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">- we hope to be able to provide the support to each and every one of them and their families.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">If you would like to support us through our event, you may join us as an event sponsor. Currently, we offer the following event sponsorship opportunities:</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><img src=""https://deeda-1254024480.cos.ap-singapore.myqcloud.com/deeda-care/26cf7eab-fc21-4b45-8353-96753f17f6bb/15681106806110-7849308361874838.png""></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">If you are interested in any of these sponsorships, simply press on the ‘Donate Now’ button and </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">choose the associated amounts</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> (e.g. $8,088 = Palladium). If you wish to donate more, you may also enter other custom amounts under ‘Other amount’.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Alternatively, you may:</span></p><ul><li class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Purchase individual seats</strong><strong> </strong>(Tickets start at $388/seat. Indicate the number of seats you would like to purchase in the <strong>custom</strong> amount <em>e.g. 2 seats = $776</em>)</li><li class=""ql-align-justify""><a href=""https://deeda.care/de/case?caseid=f658170c-9dee-4389-9864-4f387589deab"" target=""_blank"" style=""background-color: transparent; color: rgb(74, 134, 232);""><strong>Click here</strong></a>&nbsp;to <span style=""background-color: transparent; color: rgb(0, 0, 0);"">make a </span><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">general donation</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);""> </span></li></ul><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Your donation will help us reach one step closer to our goal of sending the message of coming together to embrace differences and walk along with our persons with Down syndrome towards an inclusive society through our event.&nbsp;&nbsp;</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">In view of DSA(S)’ IPC status, your donation will also qualify for 2.5x tax exemption and in celebration of Singapore’s Bicentennial year, The Bicentennial Community Fund will provide a dollar-for-dollar matching on your donations towards our cause.&nbsp;</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Thank you in advance for your generosity. Closing date for sponsorships is 22nd September 2019.</span></p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong class=""ql-size-large"" style=""background-color: transparent; color: rgb(0, 0, 0);"">Event Details</strong></p><p class=""ql-align-justify""><strong class=""ql-size-large"" style=""background-color: transparent; color: rgb(0, 0, 0);"">﻿</strong></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Date</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">: 5 October 2019, Saturday</span></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Time</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">: 6.30pm to 10.30pm</span></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Venue</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">: Shangri-La Singapore, Tower Ballroom</span></p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">GOH</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">: Mr Teo Chee Hean, </span>Senior Minister &amp; Coordinating Minister for National Security</p><p class=""ql-align-justify""><strong style=""background-color: transparent; color: rgb(0, 0, 0);"">Hosts</strong><span style=""background-color: transparent; color: rgb(0, 0, 0);"">: </span>Glenn Ong and Mark van Cuylenburg (The Flying Dutchman)</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><em style=""background-color: transparent; color: rgb(0, 0, 0);"">*Please ensure that the email address you entered is correct! After payment confirmation, you will receive an email from the DSA(S) and Deeda. You'll need to keep these emails to claim your tickets*</em></p><p class=""ql-align-justify""><em style=""background-color: transparent; color: rgb(0, 0, 0);"">*Ticket entitlement are based on first come first serve basis of date of donation received*</em></p><p class=""ql-align-justify""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">﻿</span></p><p class=""ql-align-justify""><em style=""background-color: transparent; color: rgb(0, 0, 0);"">*If you wish to sponsor more than $10,088, you may indicate your desired amount under ‘Other amount’ or contact us at </em><a href=""mailto:support@deeda.care?subject=Mystique XIII - DSA(S) Charity Gala Dinner (Event Sponsorship)"" target=""_blank"" style=""background-color: transparent; color: rgb(0, 0, 0);""><em>support@deeda.care</em></a></p><p class=""ql-align-justify""><em style=""background-color: transparent; color: rgb(0, 0, 0);"">*For other enquires please contact Joanne Toh at </em><a href=""mailto:joanne@downsyndrome-singapore.org"" target=""_blank"" style=""color: rgb(17, 85, 204);""><em>joanne@downsyndrome-singapore.org</em></a><em>/6500 9313*</em></p>"
Down Syndrome Association (Singapore),DSA(S) x Tom's Palette Ice Cream Charity Buffet: 1PM-2PM,"<p>In celebration of Tom's Palette's 14 year anniversary, they will be hosting two special ice-cream buffet sessions on <strong>22 September 2019</strong> at their store.</p><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">With the purchase of </span><strong style=""color: rgb(0, 0, 0); background-color: transparent;"">1 ticket at $35</strong><span style=""color: rgb(0, 0, 0); background-color: transparent;""> (or </span><strong style=""color: rgb(0, 0, 0); background-color: transparent;"">$120 for 4 tickets</strong><span style=""color: rgb(0, 0, 0); background-color: transparent;"">), you can look forward to a whopping 27 ice-cream flavours from crowd favourites such as </span><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Dark Chocolate Sorbet, Salted Caramel Cheesecake</em><span style=""color: rgb(0, 0, 0); background-color: transparent;""> to exotic flavours such as </span><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Tie Guan Yin</em><span style=""color: rgb(0, 0, 0); background-color: transparent;""> and </span><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Coffee Popcorn</em><span style=""color: rgb(0, 0, 0); background-color: transparent;""> that you can eat to your heart’s content!&nbsp;</span></p><p><br></p><p><img src=""https://deeda-1254024480.cos.ap-singapore.myqcloud.com/deeda-care/26cf7eab-fc21-4b45-8353-96753f17f6bb/15675916682640-5438094748195725.png""></p><p><span class=""ql-size-small"" style=""color: rgb(0, 0, 0); background-color: transparent;"">Some of the ice-cream flavours you can expect to see at the event</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">There will also be prizes up for grabs as there will be a trivia quiz at the event.</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">In collaboration with the Down Syndrome Association Singapore (DSA(S)), 100% of the proceeds will be donated to DSA(S) to enable a person with Down syndrome to attain their full potential, provide support to families and caregivers, and educate the public about Down syndrome. </span></p><p><br></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Additionally, i</span><span style=""color: rgb(102, 102, 102);"">n view of DSA(S)’ IPC status, your donation will qualify for 2.5x tax exemption.</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Enjoy a wide range of quality ice-creams with your friends while helping the community by clicking the ‘Donate Now’ button below. Hope to see you there!</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">If you would like to attend the </span><strong style=""color: rgb(0, 0, 0); background-color: transparent;"">11AM-12PM</strong><span style=""color: rgb(0, 0, 0); background-color: transparent;""> session instead, click </span><a href=""https://deeda.care/de/case?caseid=4848bf23-3f38-44c9-88c8-6e5e9c5424b5"" target=""_blank"" style=""color: rgb(0, 0, 0); background-color: transparent;"">here</a></p><p><br></p><h2><span style=""color: rgb(0, 0, 0); background-color: transparent;"">About Tom's Palette</span></h2><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Born in 2005 out of the love and passion for ice cream, Tom’s Palette is a local shop run by an enthusiastic husband - wife team serving fresh, delectable, homemade ice-creams. Every scoop is made traditionally using egg, milk, cream and sugar.</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">With the desire to create the most amazing and exciting flavours, Tom’s Palette currently has a growing library of 180 flavours which feature both classics and unorthodox creations, including </span><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Salted Egg Yolk, Nasi Lemak</em><span style=""color: rgb(0, 0, 0); background-color: transparent;""> and </span><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Mango Sticky Rice</em><span style=""color: rgb(0, 0, 0); background-color: transparent;"">. You can find them at:</span></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">100 Beach Road</span></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">#01-25 Shaw Towers</span></p><p><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Singapore 189702</span></p><p><br></p><p><em style=""color: rgb(0, 0, 0); background-color: transparent;"">Note: For collection of tickets, please</em><em style=""color: rgb(102, 102, 102); background-color: transparent;""> ensure the email address you have entered is correct.</em></p>"
